1.064159851452974648e+00,1.064159851452974648e+00,1.064159851452974648e+00,1.139142738934840970e+00,-2.290092763091255701e-01
1.000346341464350752e+00,1.000346341464350752e+00,1.000346341464350752e+00,9.167910339257857588e-01,-5.376499608319743606e-01
1.180597551153558911e+00,1.180597551153558911e+00,1.180597551153558911e+00,9.704956459207004782e-01,3.664089018243827933e-01
9.698462545343154995e-01,9.698462545343154995e-01,9.698462545343154995e-01,1.049444747250087406e+00,-6.107552451542163086e-01
1.176086611837408258e+00,1.176086611837408258e+00,1.176086611837408258e+00,1.056518719588674715e+00,4.197297210972558146e-01
1.125154511833209137e+00,1.125154511833209137e+00,1.125154511833209137e+00,9.809035673630647212e-01,4.372315594621509205e-02
9.944464733954317959e-01,9.944464733954317959e-01,9.944464733954317959e-01,9.797776825431270264e-01,-8.363472214249488834e-01
1.334035111474152879e+00,1.334035111474152879e+00,1.334035111474152879e+00,7.310801658483710996e-01,9.933667671456574144e-01
7.662820838604881279e-01,7.662820838604881279e-01,7.662820838604881279e-01,8.170981471581906241e-01,-1.266413996150483445e+00
8.095823643835784456e-01,8.095823643835784456e-01,8.095823643835784456e-01,1.134768574002605668e+00,-1.049204809317446863e+00
1.085938596279277579e+00,1.085938596279277579e+00,1.085938596279277579e+00,1.034187906570144477e+00,-3.306447136451801661e-01
9.063879017719176368e-01,9.063879017719176368e-01,9.063879017719176368e-01,9.841168333785217381e-01,-8.654521129655288192e-01
1.201992552966661743e+00,1.201992552966661743e+00,1.201992552966661743e+00,8.937561836789988945e-01,3.295218489859920719e-01
1.175490852388323182e+00,1.175490852388323182e+00,1.175490852388323182e+00,1.174582670815081942e+00,1.583790172298790155e-01
1.048750564680040798e+00,1.048750564680040798e+00,1.048750564680040798e+00,1.023478369646402042e+00,-7.375792499849561645e-01
1.199258173040297581e+00,1.199258173040297581e+00,1.199258173040297581e+00,5.951023373599702015e-01,6.550775050126589338e-02
1.181610182023076216e+00,1.181610182023076216e+00,1.181610182023076216e+00,1.009304290006714400e+00,3.058367916487241267e-01
1.059852162753294413e+00,1.059852162753294413e+00,1.059852162753294413e+00,1.016936247306195806e+00,-2.590387029700197630e+00
1.083234929434272908e+00,1.083234929434272908e+00,1.083234929434272908e+00,9.858300788428233652e-01,-2.951872939032275101e-01
1.013065319050417967e+00,1.013065319050417967e+00,1.013065319050417967e+00,1.001282584529032960e+00,-2.431582616797759167e-01
9.249964707037706679e-01,9.249964707037706679e-01,9.249964707037706679e-01,9.804186649077444304e-01,-9.893367548886449203e-01
1.217968728003032464e+00,1.217968728003032464e+00,1.217968728003032464e+00,8.569484731678995715e-01,3.408148073284136270e-01
9.631830665828070570e-01,9.631830665828070570e-01,9.631830665828070570e-01,1.201038167111763144e+00,-5.817830633169577270e-01
1.215267168745884474e+00,1.215267168745884474e+00,1.215267168745884474e+00,9.703157536637787572e-01,2.622073306371381363e-01
7.087625343908542375e-01,7.087625343908542375e-01,7.087625343908542375e-01,9.198275753601118376e-01,-1.306789389972419002e+00
1.154980991128756074e+00,1.154980991128756074e+00,1.154980991128756074e+00,9.627084263879189807e-01,3.654569758102871324e-01
8.937385157214464693e-01,8.937385157214464693e-01,8.937385157214464693e-01,1.032813836898028859e+00,-2.267189589268454875e-01
8.918004340886294123e-01,8.918004340886294123e-01,8.918004340886294123e-01,9.660633725066660737e-01,-7.044214169249057855e-01
1.079079511331906938e+00,1.079079511331906938e+00,1.079079511331906938e+00,1.033397268085155751e+00,6.654356361208575710e-02
1.275707204593649280e+00,1.275707204593649280e+00,1.275707204593649280e+00,7.862532464097011786e-01,6.125996564839408798e-01
8.924579706452757666e-01,8.924579706452757666e-01,8.924579706452757666e-01,1.050995433236890042e+00,-1.091204616925735893e+00
7.188675038542936546e-01,7.188675038542936546e-01,7.188675038542936546e-01,7.683861316053147705e-01,-1.232403663059473686e+00
1.063315671710674426e+00,1.063315671710674426e+00,1.063315671710674426e+00,9.905690435172145314e-01,-1.592778073021501539e+00
1.196499169654193340e+00,1.196499169654193340e+00,1.196499169654193340e+00,9.437563940206231683e-01,1.953091392854321429e-01
1.128513073611211226e+00,1.128513073611211226e+00,1.128513073611211226e+00,9.144559168636634539e-01,2.451540556538334970e-01
1.005669324630052319e+00,1.005669324630052319e+00,1.005669324630052319e+00,1.095020059991209882e+00,-1.482425156214481621e-01
9.105360356383656040e-01,9.105360356383656040e-01,9.105360356383656040e-01,6.953337444457664551e-01,-3.116762779159180652e-01
8.402968403406134712e-01,8.402968403406134712e-01,8.402968403406134712e-01,9.910468268594114782e-01,-7.514364755890665659e-01
1.125705527898682945e+00,1.125705527898682945e+00,1.125705527898682945e+00,8.953776321656424786e-01,2.079110548156906380e-01
6.273574150791981774e-01,6.273574150791981774e-01,6.273574150791981774e-01,8.154165501558970908e-01,-1.663543623872816513e+00
1.090000000000000080e+00,1.090000000000000080e+00,1.090000000000000080e+00,1.000000000000000000e+00,-3.581622197130003293e+00
1.279705268115890027e+00,1.279705268115890027e+00,1.279705268115890027e+00,9.551426741870623349e-01,6.201664514113476301e-01
1.154228296204608206e+00,1.154228296204608206e+00,1.154228296204608206e+00,9.597012127333908182e-01,3.132012721247560694e-01
1.166115720633897013e+00,1.166115720633897013e+00,1.166115720633897013e+00,8.638386534250218629e-01,2.991852188562943993e-01
