1.090720938016398689e+00,1.090720938016398689e+00,1.090720938016398689e+00,5.637773413188902349e-01,-7.019882834127208482e-02
1.046383662099913181e+00,1.046383662099913181e+00,1.046383662099913181e+00,-2.391387019562929150e-01,3.663581520379233236e-01
1.038365878899683237e+00,1.038365878899683237e+00,1.038365878899683237e+00,1.406073681623437321e-01,-6.054258451017073550e-02
1.091924719990586157e+00,1.091924719990586157e+00,1.091924719990586157e+00,-6.237705496310909370e-02,2.512865320482660092e-01
1.028904206915570496e+00,1.028904206915570496e+00,1.028904206915570496e+00,-7.892764302246303709e-02,5.566566790691258176e-02
1.154368611923896726e+00,1.154368611923896726e+00,1.154368611923896726e+00,9.718805885262539468e-02,-7.871495956772955882e-02
1.109203462147948072e+00,1.109203462147948072e+00,1.109203462147948072e+00,-2.025149750964639339e-01,5.694798838310175665e-02
1.045151685356401128e+00,1.045151685356401128e+00,1.045151685356401128e+00,5.004336808631335565e-01,3.287604746974100156e-02
1.078031330532035703e+00,1.078031330532035703e+00,1.078031330532035703e+00,4.744009803123458435e-01,5.513920219052524663e-03
1.030797607231356716e+00,1.030797607231356716e+00,1.030797607231356716e+00,6.774030666453432215e-01,2.520943717663553726e-02
1.053107538335455340e+00,1.053107538335455340e+00,1.053107538335455340e+00,1.404224911374392371e-01,2.895552264948773047e-01
1.117345964108966916e+00,1.117345964108966916e+00,1.117345964108966916e+00,1.665608614554087846e-02,4.698667087998873587e-02
1.101798581615910377e+00,1.101798581615910377e+00,1.101798581615910377e+00,5.389440643656242536e-01,-1.866610479611477136e-01
1.116895686222997952e+00,1.116895686222997952e+00,1.116895686222997952e+00,5.626185254917351677e-03,-8.890081768971694332e-02
1.044995101530961534e+00,1.044995101530961534e+00,1.044995101530961534e+00,7.991484585493913162e-01,4.046027479592379655e-02
1.113862169707384941e+00,1.113862169707384941e+00,1.113862169707384941e+00,-9.534299148143622615e-02,4.526883133503279422e-01
1.049971263389714471e+00,1.049971263389714471e+00,1.049971263389714471e+00,4.921094094922326412e-01,-3.065916446237652027e-01
1.091533740560535204e+00,1.091533740560535204e+00,1.091533740560535204e+00,-9.270210872192634344e-02,5.486154793214617631e-02
1.136886997808197020e+00,1.136886997808197020e+00,1.136886997808197020e+00,-2.561730667828190366e-01,-8.368988396250922612e-01
1.084302945231904847e+00,1.084302945231904847e+00,1.084302945231904847e+00,8.121380517552302392e-01,-1.899347586081732708e-01
1.016914645807922346e+00,1.016914645807922346e+00,1.016914645807922346e+00,3.262098993234339162e-01,2.629293026342643599e-02
1.029673077817473636e+00,1.029673077817473636e+00,1.029673077817473636e+00,2.625746609792806163e-01,2.101981355299296916e-01
1.065146612404572535e+00,1.065146612404572535e+00,1.065146612404572535e+00,4.709678938939057535e-01,-5.616515389153979854e-01
1.036375802843579885e+00,1.036375802843579885e+00,1.036375802843579885e+00,-8.009784228069088963e-01,-2.623160532819316174e-02
1.046528029568075668e+00,1.046528029568075668e+00,1.046528029568075668e+00,6.113192617739963974e-02,2.130636960958558895e-02
1.087716229736962026e+00,1.087716229736962026e+00,1.087716229736962026e+00,7.522202266222965950e-01,-1.129790464103901937e-01
1.042492908459137668e+00,1.042492908459137668e+00,1.042492908459137668e+00,1.653156815928162604e-01,-3.876425645054832475e-02
1.055121764722184441e+00,1.055121764722184441e+00,1.055121764722184441e+00,3.905153402713550381e-01,6.480583961252300851e-02
1.050267804584108289e+00,1.050267804584108289e+00,1.050267804584108289e+00,-1.014418668400996343e-01,3.289889982275716607e-01
1.028765447984408832e+00,1.028765447984408832e+00,1.028765447984408832e+00,-1.343291442505088196e-01,4.930088966559403318e-01
1.015959805964312679e+00,1.015959805964312679e+00,1.015959805964312679e+00,-2.057708115263597037e-01,4.586192024690731450e-02
1.033510316662515249e+00,1.033510316662515249e+00,1.033510316662515249e+00,1.885300992418131316e-01,3.570696440627120771e-01
1.009526434378401616e+00,1.009526434378401616e+00,1.009526434378401616e+00,1.341412464342937039e-01,6.239067663284119519e-03
1.125303252141631960e+00,1.125303252141631960e+00,1.125303252141631960e+00,5.748698472852756952e-02,3.635624048709016481e-02
1.042296281367843136e+00,1.042296281367843136e+00,1.042296281367843136e+00,1.262337542262199075e-01,-6.856656192805038463e-02
1.050533967955625370e+00,1.050533967955625370e+00,1.050533967955625370e+00,6.915654482591110375e-02,3.432711345382635781e-02
1.128374985129348973e+00,1.128374985129348973e+00,1.128374985129348973e+00,3.021566862988118718e-01,-1.040188185058198156e-01
1.100783669834062950e+00,1.100783669834062950e+00,1.100783669834062950e+00,3.634951397899013892e-01,9.745547729367724440e-03
1.074568688014807094e+00,1.074568688014807094e+00,1.074568688014807094e+00,5.896644048521123560e-01,-2.068044824772983376e-02
1.152106728544998182e+00,1.152106728544998182e+00,1.152106728544998182e+00,-9.777000416111247816e-01,1.909231914796813701e-01
1.026961777963737887e+00,1.026961777963737887e+00,1.026961777963737887e+00,1.094523383728946558e-01,-2.047348159816551535e-02
9.951389934720729080e-01,9.951389934720729080e-01,9.951389934720729080e-01,4.021612889138151403e-01,8.361722141425663099e-03
1.027133300053815423e+00,1.027133300053815423e+00,1.027133300053815423e+00,5.152665878613271744e-01,-4.268729290552759209e-02
1.065967646011986902e+00,1.065967646011986902e+00,1.065967646011986902e+00,3.739643696126800920e-01,1.356088283789107785e-01
1.087048103861575354e+00,1.087048103861575354e+00,1.087048103861575354e+00,-4.451227119151796030e-02,2.123481948359633997e-01
1.077665936944406599e+00,1.077665936944406599e+00,1.077665936944406599e+00,2.615359348882205781e-01,1.729277966396344790e-01
1.059939145503460578e+00,1.059939145503460578e+00,1.059939145503460578e+00,1.830517037306394479e-01,-2.095332369537114270e-01
1.168641110682938855e+00,1.168641110682938855e+00,1.168641110682938855e+00,5.698043575919435888e-01,-4.367989833291923557e-02
1.091526811052281776e+00,1.091526811052281776e+00,1.091526811052281776e+00,3.985297483674634517e-02,-1.106989611269592645e-02
1.045200501527231651e+00,1.045200501527231651e+00,1.045200501527231651e+00,-1.982370213653022462e-01,2.297655126642642875e-01
9.894813383207156088e-01,9.894813383207156088e-01,9.894813383207156088e-01,-1.255002268426774759e-02,-8.792376857476479068e-02
1.100152590067134728e+00,1.100152590067134728e+00,1.100152590067134728e+00,-1.271553987854094070e-01,3.930933004996314123e-02
1.022108766523429635e+00,1.022108766523429635e+00,1.022108766523429635e+00,1.595149724191503859e-01,-4.946795325538676930e-02
1.061809491169432240e+00,1.061809491169432240e+00,1.061809491169432240e+00,-5.333534760562056581e-02,-1.446314282493370296e-01
1.025309543179451666e+00,1.025309543179451666e+00,1.025309543179451666e+00,-7.495043772256836101e-02,2.550827156803481821e-01
1.031251748964292725e+00,1.031251748964292725e+00,1.031251748964292725e+00,3.877160720511625691e-02,1.114335411909127826e-01
1.017389012609287047e+00,1.017389012609287047e+00,1.017389012609287047e+00,8.997242538261620570e-01,1.159707386648326927e-01
1.062319306220690152e+00,1.062319306220690152e+00,1.062319306220690152e+00,2.030714675349745979e-01,1.894077760578514666e-02
1.031908549488777860e+00,1.031908549488777860e+00,1.031908549488777860e+00,1.643418174902806783e-01,3.134404873441805073e-01
1.021461605938036366e+00,1.021461605938036366e+00,1.021461605938036366e+00,5.316080469165705980e-01,3.224420430748314165e-02
1.076017701172074625e+00,1.076017701172074625e+00,1.076017701172074625e+00,3.989486312915113131e-01,-1.047302950832783297e-01
1.125352957017573763e+00,1.125352957017573763e+00,1.125352957017573763e+00,8.080210930769021749e-01,6.220377954375108653e-02
1.129621837671650919e+00,1.129621837671650919e+00,1.129621837671650919e+00,3.632798750760248829e-01,4.479269073932592993e-02
1.046920057590455144e+00,1.046920057590455144e+00,1.046920057590455144e+00,-1.198545298981074508e-01,-2.325161196544973941e-01
